ID,sentiment
1158,1
1159,1
1160,1
1161,1
1162,2
1163,2
1164,1
1165,0
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,2
1179,2
1180,1
1181,2
1182,0
1183,1
1184,1
1185,0
1186,1
1187,1
1188,1
1189,1
1190,1
1191,0
1192,2
1193,1
1194,1
1195,1
1196,2
1197,1
1198,1
1199,1
1200,1
1201,0
1202,1
1203,2
1204,2
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,0
1213,0
1214,2
1215,1
1216,1
1217,2
1218,2
1219,1
1220,2
1221,1
1222,0
1223,1
1224,1
1225,0
1226,2
1227,1
1228,0
1229,2
1230,1
1231,1
1232,2
1233,1
1234,2
1235,2
1236,1
1237,1
1238,0
1239,1
1240,0
1241,0
1242,2
1243,2
1244,0
1245,1
1246,1
1247,2
1248,2
1249,1
1250,1
1251,1
1252,0
1253,0
1254,1
1255,0
1256,2
1257,1
1258,0
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,0
1267,1
1268,1
1269,2
1270,2
1271,1
1272,1
1273,1
1274,1
1275,1
1276,1
1277,0
1278,1
1279,1
1280,0
1281,1
1282,1
1283,2
1284,1
1285,2
1286,1
1287,2
1288,0
1289,2
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,2
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,1
1306,2
1307,1
1308,2
1309,1
1310,1
1311,0
1312,1
1313,1
1314,1
1315,1
1316,1
1317,1
1318,1
1319,2
1320,2
1321,1
1322,1
1323,1
1324,1
1325,1
1326,2
1327,0
1328,1
1329,1
1330,1
1331,1
1332,2
1333,2
1334,1
1335,1
1336,2
1337,2
1338,1
1339,1
1340,0
1341,1
1342,1
1343,2
1344,1
1345,2
1346,0
1347,1
1348,0
1349,0
1350,2
1351,1
1352,1
1353,2
1354,2
1355,1
1356,1
1357,1
1358,1
1359,1
1360,1
1361,2
1362,1
1363,1
1364,1
1365,0
1366,1
1367,2
1368,1
1369,1
1370,1
1371,2
1372,1
1373,2
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,0
1383,1
1384,2
1385,2
1386,1
1387,0
1388,2
1389,2
1390,0
1391,2
1392,2
1393,0
1394,0
1395,1
1396,1
1397,0
1398,2
1399,1
1400,1
1401,0
1402,2
1403,1
1404,2
1405,1
1406,2
1407,2
1408,0
1409,1
1410,2
1411,1
1412,1
1413,2
1414,1
1415,1
1416,1
1417,0
1418,0
1419,1
1420,1
1421,1
1422,2
1423,1
1424,0
1425,0
1426,2
1427,0
1428,0
1429,1
1430,0
1431,1
1432,0
1433,0
1434,1
1435,1
1436,2
1437,1
1438,2
1439,1
1440,2
1441,1
1442,0
1443,1
1444,1
1445,2
1446,1
1447,1
1448,1
1449,0
1450,1
1451,2
1452,1
1453,0
1454,1
1455,1
1456,2
1457,1
1458,1
1459,2
1460,1
1461,2
1462,0
1463,1
1464,0
1465,2
1466,2
1467,0
1468,1
1469,2
1470,1
1471,1
1472,2
1473,2
1474,0
1475,2
1476,0
1477,2
1478,2
1479,1
1480,0
1481,1
1482,1
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,2
1490,0
1491,1
1492,2
1493,1
1494,1
1495,1
1496,1
1497,2
1498,1
1499,1
1500,2
1501,2
1502,1
1503,1
1504,2
1505,2
1506,1
1507,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,2
1523,2
1524,1
1525,1
1526,1
1527,1
1528,1
1529,2
1530,1
1531,1
1532,1
1533,1
1534,2
1535,1
1536,2
1537,1
1538,1
1539,1
1540,1
1541,2
1542,2
1543,2
1544,1
1545,1
1546,1
1547,0
1548,2
1549,1
1550,1
1551,2
1552,0
1553,0
1554,0
1555,1
1556,1
1557,1
1558,1
1559,1
1560,2
1561,2
1562,1
1563,0
1564,2
1565,0
1566,1
1567,2
1568,1
1569,1
1570,1
1571,2
1572,1
1573,1
1574,1
1575,0
1576,1
1577,2
1578,2
1579,1
1580,1
1581,1
1582,1
1583,1
1584,2
1585,0
1586,1
1587,1
1588,0
1589,2
1590,1
1591,1
1592,2
1593,1
1594,1
1595,2
1596,1
1597,1
1598,1
1599,2
1600,1
1601,0
1602,1
1603,2
1604,1
1605,1
1606,1
1607,1
1608,1
1609,2
1610,1
1611,1
1612,2
1613,2
1614,2
1615,0
1616,0
1617,2
1618,1
1619,2
1620,2
1621,2
1622,1
1623,0
1624,1
1625,1
1626,2
1627,2
1628,1
1629,2
1630,0
1631,2
1632,1
1633,1
1634,1
1635,0
1636,1
1637,1
1638,1
1639,2
1640,1
1641,2
1642,0
1643,1
1644,2
1645,1
1646,0
1647,1
1648,0
1649,1
1650,2
1651,0
1652,0
1653,1
1654,1
1655,1
1656,2
1657,2
1658,2
1659,2
1660,1
1661,1
1662,1
1663,0
1664,1
1665,1
1666,0
1667,0
1668,1
1669,2
1670,0
1671,1
1672,1
1673,2
1674,2
1675,1
1676,1
1677,1
1678,0
1679,1
1680,1
1681,1
1682,0
1683,1
1684,2
1685,1
1686,1
1687,2
1688,2
1689,0
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,0
1702,1
1703,0
1704,1
1705,0
1706,1
1707,1
1708,1
1709,0
1710,2
1711,2
1712,0
1713,0
1714,2
1715,2
1716,1
1717,1
1718,1
1719,1
1720,1
1721,1
1722,1
1723,1
1724,0
1725,2
1726,0
1727,2
1728,1
1729,1
1730,1
1731,1
1732,2
1733,1
1734,2
1735,1
1736,0
1737,2
1738,0
1739,2
1740,1
1741,2
1742,2
1743,1
1744,1
1745,1
1746,0
1747,1
1748,0
1749,1
1750,2
1751,2
1752,2
1753,1
1754,1
1755,0
1756,2
1757,1
1758,2
1759,2
1760,2
1761,1
1762,0
1763,2
1764,2
1765,2
1766,2
1767,2
1768,1
1769,1
1770,2
1771,1
1772,2
1773,1
1774,0
1775,2
1776,1
1777,1
1778,1
1779,1
1780,0
1781,1
1782,1
1783,0
1784,2
1785,1
1786,0
1787,0
1788,1
1789,2
1790,2
1791,1
1792,2
1793,1
1794,1
1795,1
1796,1
1797,2
1798,2
1799,1
1800,0
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,1
1809,0
1810,1
1811,1
1812,2
1813,0
1814,1
1815,1
1816,1
1817,1
1818,2
1819,1
1820,1
1821,1
1822,1
1823,1
1824,2
1825,2
1826,2
1827,1
1828,0
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,1
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,0
1847,2
1848,2
1849,1
1850,0
1851,1
1852,2
1853,1
1854,1
1855,1
1856,2
1857,0
1858,2
1859,2
1860,1
1861,2
1862,1
1863,1
1864,0
1865,2
1866,1
1867,1
1868,1
1869,2
1870,0
1871,0
1872,1
1873,1
1874,1
1875,1
1876,2
1877,1
1878,0
1879,2
1880,1
1881,0
1882,1
1883,2
1884,1
1885,2
1886,1
1887,2
1888,1
1889,1
1890,1
1891,0
1892,1
1893,1
1894,1
1895,1
1896,1
1897,2
1898,2
1899,0
1900,2
1901,1
1902,2
1903,2
1904,1
1905,1
1906,1
1907,0
1908,2
1909,1
1910,1
1911,2
1912,0
1913,2
1914,1
1915,1
1916,1
1917,2
1918,2
1919,1
1920,1
1921,2
1922,1
1923,1
1924,2
1925,2
1926,2
1927,1
1928,1
1929,2
1930,1
1931,1
1932,2
1933,1
1934,0
1935,1
1936,2
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,0
1944,1
1945,1
1946,1
1947,2
1948,1
1949,2
1950,1
1951,1
1952,1
1953,2
1954,0
1955,2
1956,2
1957,1
1958,2
1959,0
1960,1
1961,1
1962,1
1963,1
1964,2
1965,1
1966,1
1967,1
1968,1
1969,2
1970,1
1971,1
1972,0
1973,2
1974,0
1975,1
1976,1
1977,1
1978,2
1979,1
1980,2
1981,2
1982,1
1983,1
1984,1
1985,2
1986,2
1987,1
1988,2
1989,1
1990,0
1991,1
1992,1
1993,0
1994,0
1995,2
1996,1
1997,1
1998,1
1999,0
2000,1
2001,2
2002,0
2003,0
2004,1
2005,1
2006,1
2007,0
2008,2
2009,1
2010,1
2011,1
2012,1
2013,0
2014,2
2015,2
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2023,2
2024,2
2025,1
2026,1
2027,1
2028,1
2029,1
2030,0
2031,0
2032,0
2033,1
2034,1
2035,1
2036,0
2037,1
2038,0
2039,1
2040,1
2041,2
2042,2
2043,2
2044,1
2045,2
2046,2
2047,2
2048,1
2049,1
2050,2
2051,1
2052,2
2053,0
2054,2
2055,2
2056,1
2057,1
2058,1
2059,1
2060,0
2061,2
2062,1
2063,1
2064,0
2065,0
2066,1
2067,1
2068,1
2069,0
2070,0
2071,1
2072,2
2073,0
2074,2
2075,1
2076,1
2077,1
2078,1
2079,0
2080,1
2081,2
2082,0
2083,1
2084,1
2085,2
2086,2
2087,1
2088,1
2089,1
2090,1
2091,2
2092,1
2093,1
2094,1
2095,2
2096,1
2097,0
2098,1
2099,0
2100,1
2101,2
2102,1
2103,2
2104,1
2105,1
2106,0
2107,1
2108,2
2109,0
2110,1
2111,1
2112,1
2113,0
2114,2
2115,1
2116,1
2117,1
2118,1
2119,0
2120,1
2121,1
2122,1
2123,1
2124,1
2125,2
2126,1
2127,1
2128,1
2129,1
2130,2
2131,2
2132,0
2133,1
2134,1
2135,1
2136,1
2137,2
2138,1
2139,0
2140,0
2141,2
2142,1
2143,1
2144,0
2145,1
2146,0
2147,0
2148,1
2149,2
2150,2
2151,1
2152,0
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,2
2161,2
2162,2
2163,1
2164,1
2165,1
2166,0
2167,0
2168,1
2169,1
2170,1
2171,2
2172,1
2173,1
2174,1
2175,1
2176,1
2177,2
2178,2
2179,1
2180,1
2181,1
2182,1
2183,2
2184,2
2185,0
2186,1
2187,1
2188,1
2189,1
2190,1
2191,1
2192,0
2193,2
2194,1
2195,0
2196,1
2197,1
2198,2
2199,1
2200,1
2201,0
2202,1
2203,2
2204,2
2205,1
2206,1
2207,0
2208,1
2209,2
2210,1
2211,1
2212,1
2213,1
2214,1
2215,0
2216,0
2217,2
2218,1
2219,1
2220,2
2221,0
2222,2
2223,0
2224,1
2225,1
2226,1
2227,2
2228,2
2229,1
2230,2
2231,0
2232,2
2233,2
2234,1
2235,1
2236,1
2237,0
2238,1
2239,2
2240,1
2241,1
2242,2
2243,0
2244,1
2245,1
2246,1
2247,0
2248,0
2249,1
2250,2
2251,2
2252,2
2253,1
2254,1
2255,2
2256,1
2257,2
2258,1
2259,0
2260,2
2261,2
2262,1
2263,2
2264,2
2265,0
2266,2
2267,1
2268,1
2269,1
2270,2
2271,1
2272,2
2273,0
2274,2
2275,1
2276,1
2277,0
2278,2
2279,1
2280,0
2281,2
2282,0
2283,1
2284,1
2285,2
2286,0
2287,2
2288,1
2289,1
2290,2
2291,0
2292,0
2293,2
2294,1
2295,1
2296,1
2297,1
2298,1
2299,2
2300,1
2301,1
2302,2
2303,2
2304,1
2305,1
2306,1
2307,1
2308,2
2309,2
2310,1
2311,1
2312,1
2313,0
2314,1
2315,2
2316,2
2317,1
2318,1
2319,2
2320,1
2321,1
2322,1
2323,1
2324,0
2325,2
2326,2
2327,1
2328,1
2329,0
2330,1
2331,1
2332,1
2333,0
2334,1
2335,0
2336,1
2337,1
2338,1
2339,1
2340,1
2341,1
2342,1
2343,0
2344,1
2345,1
2346,1
2347,1
2348,2
2349,0
2350,2
2351,1
2352,0
2353,2
2354,2
2355,0
2356,2
2357,2
2358,1
2359,1
2360,0
2361,1
2362,2
2363,1
2364,2
2365,1
2366,1
2367,1
2368,1
2369,1
2370,2
2371,1
2372,2
2373,1
2374,1
2375,2
2376,1
2377,2
2378,0
2379,0
2380,1
2381,2
2382,1
2383,2
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
2390,2
2391,1
2392,1
2393,1
2394,2
2395,1
2396,2
2397,0
2398,1
2399,1
2400,1
2401,2
2402,1
2403,1
2404,1
2405,1
2406,2
2407,1
2408,2
2409,1
2410,0
2411,1
2412,0
2413,1
2414,1
2415,1
2416,2
2417,1
2418,1
2419,1
2420,2
2421,1
2422,1
2423,1
2424,1
2425,2
2426,1
2427,0
2428,1
2429,1
2430,1
2431,1
2432,0
2433,2
2434,2
2435,1
2436,2
2437,1
2438,1
2439,2
2440,2
2441,1
2442,1
2443,1
2444,2
2445,1
2446,2
2447,1
2448,1
2449,1
2450,1
2451,0
2452,1
2453,1
2454,2
2455,2
2456,1
2457,1
2458,0
2459,1
2460,2
2461,0
2462,1
2463,1
2464,2
2465,2
2466,1
2467,1
2468,1
2469,1
2470,1
2471,2
2472,1
2473,1
2474,2
2475,2
2476,1
2477,2
2478,1
2479,0
2480,2
2481,1
2482,1
2483,2
2484,1
2485,1
2486,1
2487,1
2488,0
2489,2
2490,0
2491,2
2492,1
2493,1
2494,1
2495,1
2496,1
2497,1
2498,1
2499,1
2500,1
2501,1
2502,1
2503,2
2504,1
2505,1
2506,1
2507,1
2508,1
2509,1
2510,2
2511,1
2512,0
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,1
2520,2
2521,1
2522,1
2523,0
2524,2
2525,0
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,1
2535,2
2536,1
2537,1
2538,2
2539,1
2540,1
2541,0
2542,1
2543,1
2544,0
2545,0
2546,1
2547,1
2548,2
2549,1
2550,1
2551,1
2552,1
2553,1
2554,2
2555,2
2556,1
2557,1
2558,1
2559,2
2560,2
2561,2
2562,0
2563,1
2564,1
2565,1
2566,1
2567,2
2568,2
2569,0
2570,2
2571,2
2572,2
2573,1
2574,1
2575,2
2576,0
2577,1
2578,1
2579,0
2580,1
2581,1
2582,1
2583,2
2584,2
2585,1
2586,1
2587,1
2588,2
2589,1
2590,1
2591,1
2592,1
2593,1
2594,2
2595,1
2596,0
2597,1
2598,1
2599,0
2600,1
2601,1
2602,0
2603,2
2604,1
2605,2
2606,1
2607,0
2608,2
2609,0
2610,1
2611,1
2612,1
2613,0
2614,1
2615,2
2616,1
2617,1
2618,2
2619,2
2620,1
2621,2
2622,0
2623,1
2624,1
2625,1
2626,0
2627,1
2628,1
2629,1
2630,1
2631,0
2632,1
2633,1
2634,0
2635,1
2636,1
2637,1
2638,1
2639,2
2640,2
2641,1
2642,1
2643,1
2644,1
2645,1
2646,1
2647,2
2648,1
2649,1
2650,2
2651,0
2652,0
2653,2
2654,1
2655,1
2656,0
2657,2
2658,1
2659,1
2660,1
2661,2
2662,2
2663,0
2664,1
2665,2
2666,0
2667,2
2668,1
2669,1
2670,2
2671,0
2672,2
2673,1
2674,0
2675,2
2676,1
2677,1
2678,1
2679,1
2680,1
2681,1
2682,1
2683,1
2684,1
2685,1
2686,1
2687,1
2688,0
2689,1
2690,1
2691,1
2692,0
2693,1
2694,1
2695,1
2696,1
2697,1
2698,1
2699,2
2700,2
2701,1
2702,1
2703,1
2704,0
2705,1
2706,1
2707,2
2708,1
2709,2
2710,2
2711,1
2712,0
2713,1
2714,2
2715,2
2716,0
2717,1
2718,2
2719,1
2720,2
2721,1
2722,1
2723,1
2724,1
2725,0
2726,1
2727,1
2728,2
2729,1
2730,1
2731,1
2732,1
2733,0
2734,0
2735,1
2736,2
2737,0
2738,1
2739,1
2740,2
2741,2
2742,1
2743,2
2744,0
2745,1
2746,1
2747,1
2748,0
2749,2
2750,2
2751,2
2752,1
2753,0
2754,1
2755,2
2756,1
2757,1
2758,1
2759,2
2760,1
2761,1
2762,0
2763,2
2764,1
2765,0
2766,2
2767,0
2768,2
2769,1
2770,1
2771,0
2772,2
2773,1
2774,1
2775,1
2776,0
2777,2
2778,2
2779,0
2780,0
2781,0
2782,2
2783,1
2784,1
2785,1
2786,1
2787,1
2788,0
2789,2
2790,0
2791,1
2792,1
2793,0
2794,1
2795,1
2796,1
2797,1
2798,2
2799,1
2800,1
2801,1
2802,1
2803,2
2804,1
2805,2
2806,2
2807,2
2808,0
2809,0
2810,0
2811,1
2812,0
2813,1
2814,2
2815,2
2816,2
2817,1
2818,0
2819,2
2820,1
2821,2
2822,2
2823,1
2824,1
2825,1
2826,1
2827,1
2828,2
2829,1
2830,1
2831,0
2832,2
2833,1
2834,2
2835,1
2836,2
2837,0
2838,2
2839,2
2840,1
2841,2
2842,2
2843,0
2844,1
2845,1
2846,2
2847,0
2848,2
2849,0
2850,2
2851,2
2852,1
2853,1
2854,1
2855,0
2856,0
2857,2
2858,2
2859,0
2860,0
2861,0
2862,1
2863,1
2864,1
2865,0
2866,2
2867,0
2868,1
2869,1
2870,2
2871,2
2872,1
2873,1
2874,1
2875,1
2876,1
2877,1
2878,1
2879,1
2880,2
2881,1
2882,1
2883,2
2884,1
2885,1
2886,1
2887,2
2888,2
2889,1
2890,1
2891,1
2892,2
2893,1
2894,1
2895,2
2896,2
2897,1
2898,0
2899,1
2900,1
2901,2
2902,1
2903,1
2904,2
2905,1
2906,1
2907,2
2908,1
2909,2
2910,1
2911,2
2912,1
2913,1
2914,2
2915,1
2916,1
2917,1
2918,1
2919,2
2920,1
2921,1
2922,2
2923,2
2924,1
2925,1
2926,1
2927,1
2928,1
2929,1
2930,1
2931,0
2932,2
2933,2
2934,2
2935,1
2936,1
2937,2
2938,2
2939,1
2940,2
2941,0
2942,1
2943,2
2944,1
2945,2
2946,2
2947,1
2948,1
2949,1
2950,2
2951,1
2952,1
2953,1
2954,1
2955,1
2956,0
2957,2
2958,1
2959,1
2960,1
2961,1
2962,2
2963,1
2964,1
2965,2
2966,0
2967,1
2968,1
2969,1
2970,2
2971,1
2972,0
2973,2
2974,1
2975,1
2976,0
2977,1
2978,1
2979,1
2980,2
2981,1
2982,2
2983,1
2984,0
2985,1
2986,2
2987,1
2988,2
2989,1
2990,2
2991,1
2992,0
2993,2
2994,1
2995,1
